country,year,population,life_expectancy_tidy,gni_per_capita_tidy
Mexico,1838,6.91M,26.9,
Marshall Islands,1838,8820,26.9,
North Macedonia,1838,459k,36.1,
Mali,1838,1.46M,26.4,
Malta,1838,149k,28.7,
Myanmar,1838,3.76M,30.8,
Montenegro,1838,168k,35.4,
Mongolia,1838,636k,31.8,
Mozambique,1838,3.43M,30.3,
Mauritania,1838,323k,32.0,
Mauritius,1838,110k,31.9,
Malawi,1838,1.67M,30.3,
Malaysia,1838,415k,30.6,
Namibia,1838,138k,32.4,
Niger,1838,938k,30.8,
Nigeria,1838,12.9M,30.4,
Nicaragua,1838,248k,25.4,
Netherlands,1838,2.83M,39.9,
Norway,1838,1.22M,42.9,
Nepal,1838,4.16M,32.8,
Nauru,1838,1860,32.8,
New Zealand,1838,75.3k,34.0,
Oman,1838,335k,32.3,
Pakistan,1838,14.5M,25.8,
Panama,1838,99.6k,32.9,
Peru,1838,1.97M,35.7,
Philippines,1838,2.99M,30.9,
Palau,1838,4230,30.9,
Papua New Guinea,1838,760k,31.5,
Poland,1838,11.9M,35.9,
North Korea,1838,4.4M,26.0,
Portugal,1838,3.66M,35.6,
Paraguay,1838,245k,35.5,
Palestine,1838,166k,32.1,
Qatar,1838,14.1k,30.8,
Romania,1838,7.31M,35.7,
Russia,1838,37M,29.6,
Rwanda,1838,1.25M,31.8,
Saudi Arabia,1838,2.18M,32.1,
Sudan,1838,4.44M,31.4,
Senegal,1838,962k,25.2,
Singapore,1838,43.6k,34.0,
Solomon Islands,1838,69.2k,25.1,
Sierra Leone,1838,785k,25.1,
El Salvador,1838,313k,28.7,
San Marino,1838,6310,28.7,
Somalia,1838,1.26M,29.4,
Serbia,1838,2.07M,35.5,
South Sudan,1838,1.14M,26.7,
Sao Tome and Principe,1838,25.8k,31.0,
Suriname,1838,83.4k,32.9,
Slovak Republic,1838,2.29M,36.4,
Slovenia,1838,550k,36.6,
Sweden,1838,3.07M,40.0,
Eswatini,1838,70.5k,32.3,
Seychelles,1838,13.3k,37.0,
Syria,1838,1.42M,31.1,
Chad,1838,1.69M,30.9,
Togo,1838,481k,31.3,
Thailand,1838,5M,30.4,
Tajikistan,1838,550k,24.2,
Turkmenistan,1838,433k,24.0,
Timor-Leste,1838,174k,28.9,
Tonga,1838,18.5k,28.2,
Trinidad and Tobago,1838,71.3k,32.9,
Tunisia,1838,1.01M,28.8,
Turkey,1838,10.7M,35.0,
Tuvalu,1838,2730,35.0,
Taiwan,1838,2.12M,28.3,
Tanzania,1838,4.31M,32.2,
Uganda,1838,2.58M,25.3,
Ukraine,1838,13.2M,36.6,
Uruguay,1838,93.1k,32.9,
United States,1838,16.5M,39.4,
Uzbekistan,1838,2.26M,26.9,
St. Vincent and the Grenadines,1838,28.2k,26.0,
Venezuela,1838,1.15M,32.2,
Vietnam,1838,6.21M,32.0,
Vanuatu,1838,33.1k,24.3,
Samoa,1838,47k,25.4,
Yemen,1838,2.68M,23.4,
South Africa,1838,2.31M,33.5,
Zambia,1838,1.33M,32.6,
Zimbabwe,1838,810k,33.7,
Afghanistan,1839,3.57M,27.8,
Angola,1839,2.07M,27.0,
Albania,1839,476k,35.4,
Andorra,1839,3030,35.4,
United Arab Emirates,1839,40.2k,30.7,
Argentina,1839,756k,33.2,
Armenia,1839,492k,34.0,
Antigua and Barbuda,1839,37k,33.5,
Australia,1839,411k,34.0,
Austria,1839,3.7M,34.4,
Azerbaijan,1839,1.05M,29.2,
Burundi,1839,1.2M,31.5,
Belgium,1839,4.05M,40.3,
Benin,1839,731k,31.0,
Burkina Faso,1839,1.78M,29.2,
Bangladesh,1839,21.7M,25.5,
Bulgaria,1839,2.38M,37.5,
Bahrain,1839,64.5k,30.3,
Bahamas,1839,27.8k,35.2,
Bosnia and Herzegovina,1839,957k,35.1,
Belarus,1839,2.8M,36.2,
Belize,1839,25.8k,26.5,
Bolivia,1839,1.27M,33.0,
Brazil,1839,6.08M,32.0,
Barbados,1839,113k,32.1,
Brunei,1839,3360,29.2,
Bhutan,1839,357k,28.8,
Botswana,1839,104k,33.6,
Central African Republic,1839,730k,30.0,
Canada,1839,1.64M,40.1,
Switzerland,1839,2.21M,38.0,
Chile,1839,1.16M,32.0,
China,1839,412M,32.0,
Cote d'Ivoire,1839,1.05M,31.2,
Cameroon,1839,2.39M,28.8,
"Congo, Dem. Rep.",1839,6.93M,31.6,
"Congo, Rep.",1839,426k,32.7,
Colombia,1839,1.9M,32.0,
Comoros,1839,58.6k,32.1,
Cape Verde,1839,68.1k,33.8,
Costa Rica,1839,92.1k,30.2,
Cuba,1839,1.01M,36.6,
Cyprus,1839,185k,38.5,
Czech Republic,1839,6.34M,35.0,
Germany,1839,30.8M,38.4,
Djibouti,1839,32.8k,29.9,
Dominica,1839,21.9k,29.9,
Denmark,1839,1.35M,41.9,
Dominican Republic,1839,122k,29.9,
Algeria,1839,2.78M,28.8,
Ecuador,1839,682k,32.9,
Egypt,1839,4.48M,33.0,
Eritrea,1839,447k,30.2,
Spain,1839,13.8M,29.5,
Estonia,1839,420k,37.3,
Ethiopia,1839,15.8M,29.7,
Finland,1839,1.44M,42.7,
Fiji,1839,140k,26.1,
France,1839,34.7M,40.9,
"Micronesia, Fed. Sts.",1839,18k,26.7,
Gabon,1839,236k,30.6,
United Kingdom,1839,26.4M,40.9,
Georgia,1839,1.28M,31.9,
Ghana,1839,1.99M,28.0,
Guinea,1839,1.01M,29.9,
Gambia,1839,109k,28.8,
Guinea-Bissau,1839,213k,32.0,
Equatorial Guinea,1839,97.1k,29.8,
Greece,1839,2.75M,36.6,
Grenada,1839,31.6k,32.4,
Guatemala,1839,701k,25.8,
Guyana,1839,102k,31.1,
"Hong Kong, China",1839,27.6k,34.9,
Honduras,1839,247k,33.9,
Holy See,1839,905,,
Croatia,1839,1.45M,36.1,
Haiti,1839,853k,29.0,
Hungary,1839,4.76M,36.0,
Indonesia,1839,19.9M,30.0,
India,1839,226M,25.4,
Ireland,1839,8.25M,38.3,
Iran,1839,7.14M,25.6,
Iraq,1839,1.19M,31.2,
Iceland,1839,57.3k,27.9,
Israel,1839,210k,32.0,
Italy,1839,22.8M,29.7,
Jamaica,1839,379k,34.2,
Jordan,1839,266k,31.7,
Japan,1839,31.6M,36.4,
Kazakhstan,1839,2.43M,26.2,
Kenya,1839,3.16M,25.5,
Kyrgyz Republic,1839,631k,23.9,
Cambodia,1839,2.18M,35.0,
Kiribati,1839,19.6k,24.9,
St. Kitts and Nevis,1839,23.8k,24.9,
South Korea,1839,9.49M,25.8,
Kuwait,1839,81.3k,26.0,
Lao,1839,563k,31.9,
Lebanon,1839,381k,29.7,
Liberia,1839,324k,31.1,
Libya,1839,256k,33.1,
St. Lucia,1839,24k,28.0,
Liechtenstein,1839,6640,,
Sri Lanka,1839,1.78M,32.6,
Lesotho,1839,209k,32.8,
Lithuania,1839,1.03M,28.9,
Luxembourg,1839,179k,36.9,
Latvia,1839,805k,33.0,
Morocco,1839,2.79M,33.1,
Monaco,1839,9790,33.1,
Moldova,1839,848k,33.1,
Madagascar,1839,2.23M,30.5,
Maldives,1839,47.4k,32.6,
Mexico,1839,6.97M,26.9,
Marshall Islands,1839,9020,26.9,
North Macedonia,1839,463k,36.1,
Mali,1839,1.47M,26.4,
Malta,1839,150k,28.7,
Myanmar,1839,3.77M,30.8,
Montenegro,1839,170k,35.4,
Mongolia,1839,637k,31.8,
Mozambique,1839,3.52M,30.3,
Mauritania,1839,320k,32.0,
Mauritius,1839,113k,24.8,
Malawi,1839,1.7M,30.3,
Malaysia,1839,423k,30.6,
Namibia,1839,136k,32.4,
Niger,1839,943k,30.8,
Nigeria,1839,13M,30.4,
Nicaragua,1839,252k,25.4,
Netherlands,1839,2.86M,39.9,
Norway,1839,1.23M,43.0,
Nepal,1839,4.17M,32.8,
Nauru,1839,1860,32.8,
New Zealand,1839,73.5k,34.0,
Oman,1839,336k,32.3,
Pakistan,1839,14.5M,25.8,
Panama,1839,100k,32.9,
Peru,1839,2.06M,35.7,
Philippines,1839,3.04M,30.9,
Palau,1839,4250,30.9,
Papua New Guinea,1839,760k,31.5,
Poland,1839,12M,35.9,
North Korea,1839,4.41M,26.0,
Portugal,1839,3.68M,35.6,
Paraguay,1839,252k,35.5,
Palestine,1839,166k,32.1,
Qatar,1839,14.1k,30.8,
Romania,1839,7.37M,35.7,
Russia,1839,37.3M,29.6,
Rwanda,1839,1.27M,31.8,
Saudi Arabia,1839,2.18M,32.1,
Sudan,1839,4.46M,31.4,
Senegal,1839,960k,25.2,
Singapore,1839,44.6k,34.0,
Solomon Islands,1839,69.9k,25.1,
Sierra Leone,1839,784k,25.1,
El Salvador,1839,317k,28.7,
San Marino,1839,6360,28.7,
Somalia,1839,1.28M,29.4,
Serbia,1839,2.07M,35.5,
South Sudan,1839,1.15M,26.7,
Sao Tome and Principe,1839,26k,31.0,
Suriname,1839,83.5k,32.9,
Slovak Republic,1839,2.3M,36.4,
Slovenia,1839,555k,36.6,
Sweden,1839,3.1M,39.9,
Eswatini,1839,70.1k,32.3,
Seychelles,1839,13.4k,37.0,
Syria,1839,1.43M,31.1,
Chad,1839,1.7M,30.9,
Togo,1839,483k,31.3,
Thailand,1839,5.02M,30.4,
Tajikistan,1839,555k,24.2,
Turkmenistan,1839,437k,24.0,
Timor-Leste,1839,176k,28.9,
Tonga,1839,18.5k,28.2,
Trinidad and Tobago,1839,72k,33.9,
Tunisia,1839,1.02M,28.8,
Turkey,1839,10.7M,35.0,
Tuvalu,1839,2740,35.0,
Taiwan,1839,2.12M,28.3,
Tanzania,1839,4.4M,32.2,
Uganda,1839,2.61M,25.3,
Ukraine,1839,13.3M,36.6,
Uruguay,1839,95.8k,32.9,
United States,1839,17M,39.4,
Uzbekistan,1839,2.28M,26.9,
St. Vincent and the Grenadines,1839,28.4k,26.0,
Venezuela,1839,1.18M,32.2,
Vietnam,1839,6.2M,32.0,
Vanuatu,1839,33.5k,24.3,
Samoa,1839,47k,25.4,
Yemen,1839,2.68M,23.4,
South Africa,1839,2.36M,33.5,
Zambia,1839,1.35M,32.6,
Zimbabwe,1839,797k,33.7,
Afghanistan,1840,3.59M,27.8,
Angola,1840,2.1M,27.0,
Albania,1840,478k,35.4,
Andorra,1840,3060,35.4,
United Arab Emirates,1840,40.2k,30.7,
Argentina,1840,776k,33.2,
Armenia,1840,496k,34.0,
Antigua and Barbuda,1840,37k,33.5,
Australia,1840,424k,34.0,
Austria,1840,3.72M,34.4,
Azerbaijan,1840,1.06M,29.2,
Burundi,1840,1.21M,31.5,
Belgium,1840,4.08M,40.3,
Benin,1840,736k,31.0,
Burkina Faso,1840,1.79M,29.2,
Bangladesh,1840,21.8M,25.5,
Bulgaria,1840,2.39M,37.6,
Bahrain,1840,64.5k,30.3,
Bahamas,1840,27.8k,35.2,
Bosnia and Herzegovina,1840,963k,35.1,
Belarus,1840,2.83M,36.2,
Belize,1840,25.8k,26.5,
Bolivia,1840,1.28M,33.0,
Brazil,1840,6.18M,32.0,
Barbados,1840,115k,32.1,
Brunei,1840,3430,29.2,
Bhutan,1840,355k,28.8,
Botswana,1840,104k,33.6,
Central African Republic,1840,747k,30.0,
Canada,1840,1.7M,40.2,
Switzerland,1840,2.22M,38.0,
Chile,1840,1.18M,32.0,
China,1840,412M,32.0,
Cote d'Ivoire,1840,1.05M,31.2,
Cameroon,1840,2.42M,28.8,
"Congo, Dem. Rep.",1840,7.04M,31.6,
"Congo, Rep.",1840,433k,32.7,
Colombia,1840,1.92M,32.0,
Comoros,1840,58.8k,32.1,
Cape Verde,1840,68.8k,33.8,
Costa Rica,1840,93.4k,30.2,
Cuba,1840,1.02M,36.5,
Cyprus,1840,185k,38.5,
Czech Republic,1840,6.38M,35.0,
Germany,1840,31.1M,38.4,
Djibouti,1840,33.4k,29.9,
Dominica,1840,22k,29.9,
Denmark,1840,1.36M,41.1,
Dominican Republic,1840,124k,29.9,
Algeria,1840,2.79M,28.8,
Ecuador,1840,693k,32.9,
Egypt,1840,4.53M,33.0,
Eritrea,1840,466k,30.2,
Spain,1840,13.9M,29.5,
Estonia,1840,425k,36.9,
Ethiopia,1840,16M,29.7,
Finland,1840,1.45M,41.5,
Fiji,1840,140k,26.1,
France,1840,34.9M,40.4,
"Micronesia, Fed. Sts.",1840,18.1k,26.7,
Gabon,1840,241k,30.6,
United Kingdom,1840,26.6M,39.9,
Georgia,1840,1.29M,31.9,
Ghana,1840,1.99M,28.0,
Guinea,1840,1.01M,29.9,
Gambia,1840,109k,28.8,
Guinea-Bissau,1840,213k,32.0,
Equatorial Guinea,1840,98.1k,29.8,
Greece,1840,2.78M,36.6,
Grenada,1840,31.8k,33.4,
Guatemala,1840,710k,25.8,
Guyana,1840,101k,31.1,
"Hong Kong, China",1840,28.1k,34.9,
Honduras,1840,255k,33.9,
Holy See,1840,905,,
Croatia,1840,1.46M,36.1,
Haiti,1840,860k,29.0,
Hungary,1840,4.8M,36.0,
Indonesia,1840,20.1M,30.0,
India,1840,227M,25.4,
Ireland,1840,8.22M,38.3,
Iran,1840,7.17M,25.6,
Iraq,1840,1.2M,31.2,
Iceland,1840,57.2k,32.0,
Israel,1840,210k,32.0,
Italy,1840,22.9M,29.7,
Jamaica,1840,379k,34.2,
Jordan,1840,269k,31.7,
Japan,1840,31.7M,36.4,
Kazakhstan,1840,2.45M,26.2,
Kenya,1840,3.18M,25.5,
Kyrgyz Republic,1840,637k,23.9,
Cambodia,1840,2.19M,35.0,
Kiribati,1840,19.7k,24.9,
St. Kitts and Nevis,1840,24.2k,24.9,
South Korea,1840,9.49M,25.8,
Kuwait,1840,81.3k,26.0,
Lao,1840,568k,31.9,
Lebanon,1840,383k,29.7,
Liberia,1840,324k,31.1,
Libya,1840,257k,33.1,
St. Lucia,1840,24k,28.0,
Liechtenstein,1840,6690,,
Sri Lanka,1840,1.81M,32.6,
Lesotho,1840,206k,32.8,
Lithuania,1840,1.04M,28.9,
Luxembourg,1840,180k,36.9,
Latvia,1840,818k,33.0,
Morocco,1840,2.79M,33.1,
Monaco,1840,9910,33.1,
Moldova,1840,855k,33.1,
Madagascar,1840,2.27M,30.5,
Maldives,1840,47.7k,32.6,
Mexico,1840,7.04M,26.9,
Marshall Islands,1840,9230,26.9,
North Macedonia,1840,467k,36.1,
Mali,1840,1.47M,26.4,
Malta,1840,151k,28.7,
Myanmar,1840,3.78M,30.8,
Montenegro,1840,173k,35.4,
Mongolia,1840,638k,31.8,
Mozambique,1840,3.62M,30.3,
Mauritania,1840,317k,32.0,
Mauritius,1840,117k,32.5,
Malawi,1840,1.74M,30.3,
Malaysia,1840,432k,30.6,
Namibia,1840,134k,32.4,
Niger,1840,948k,30.8,
Nigeria,1840,13M,30.4,
Nicaragua,1840,256k,25.4,
Netherlands,1840,2.88M,39.9,
Norway,1840,1.24M,45.6,
Nepal,1840,4.19M,32.8,
Nauru,1840,1870,32.8,
New Zealand,1840,72.6k,34.0,
Oman,1840,337k,32.3,
Pakistan,1840,14.6M,25.8,
Panama,1840,101k,32.9,
Peru,1840,2.16M,35.7,
Philippines,1840,3.09M,30.9,
Palau,1840,4270,30.9,
Papua New Guinea,1840,761k,31.5,
Poland,1840,12.1M,35.9,
North Korea,1840,4.41M,26.0,
Portugal,1840,3.7M,35.6,
Paraguay,1840,260k,35.5,
Palestine,1840,166k,32.1,
Qatar,1840,14.1k,30.8,
Romania,1840,7.42M,35.7,
Russia,1840,37.7M,29.6,
Rwanda,1840,1.29M,31.8,
Saudi Arabia,1840,2.19M,32.1,
Sudan,1840,4.48M,31.4,
Senegal,1840,957k,25.2,
Singapore,1840,45.5k,34.0,
Solomon Islands,1840,70.7k,25.1,
Sierra Leone,1840,784k,25.1,
El Salvador,1840,322k,28.7,
San Marino,1840,6410,28.7,
Somalia,1840,1.3M,29.4,
Serbia,1840,2.06M,35.5,
South Sudan,1840,1.15M,26.7,
Sao Tome and Principe,1840,26.2k,31.0,
Suriname,1840,83.7k,32.9,
Slovak Republic,1840,2.31M,36.4,
Slovenia,1840,560k,36.6,
Sweden,1840,3.13M,44.0,
Eswatini,1840,69.7k,32.3,
Seychelles,1840,13.4k,37.0,
Syria,1840,1.43M,31.1,
Chad,1840,1.71M,30.9,
Togo,1840,486k,31.3,
Thailand,1840,5.03M,30.4,
Tajikistan,1840,560k,24.2,
Turkmenistan,1840,441k,24.0,
Timor-Leste,1840,179k,28.9,
Tonga,1840,18.5k,28.2,
Trinidad and Tobago,1840,72.7k,34.9,
Tunisia,1840,1.03M,28.8,
Turkey,1840,10.7M,35.0,
Tuvalu,1840,2750,35.0,
Taiwan,1840,2.13M,28.3,
Tanzania,1840,4.49M,32.2,
Uganda,1840,2.64M,25.3,
Ukraine,1840,13.5M,36.6,
Uruguay,1840,98.7k,32.9,
United States,1840,17.5M,39.4,
Uzbekistan,1840,2.3M,26.9,
St. Vincent and the Grenadines,1840,28.5k,26.0,
Venezuela,1840,1.2M,32.2,
Vietnam,1840,6.18M,32.0,
Vanuatu,1840,33.8k,24.3,
Samoa,1840,47k,25.4,
Yemen,1840,2.69M,23.4,
South Africa,1840,2.41M,33.5,
Zambia,1840,1.37M,32.6,
Zimbabwe,1840,784k,33.7,
Afghanistan,1841,3.6M,27.8,
Angola,1841,2.13M,27.0,
Albania,1841,480k,35.4,
Andorra,1841,3080,35.4,
United Arab Emirates,1841,40.2k,30.7,
Argentina,1841,800k,33.2,
Armenia,1841,501k,34.0,
Antigua and Barbuda,1841,37k,33.5,
Australia,1841,437k,34.0,
Austria,1841,3.74M,34.4,
Azerbaijan,1841,1.07M,29.2,
Burundi,1841,1.23M,31.5,
Belgium,1841,4.12M,40.3,
Benin,1841,741k,31.0,
Burkina Faso,1841,1.79M,29.2,
Bangladesh,1841,21.9M,25.5,
Bulgaria,1841,2.4M,37.6,
Bahrain,1841,64.5k,30.3,
Bahamas,1841,27.8k,35.2,
Bosnia and Herzegovina,1841,969k,35.1,
Belarus,1841,2.85M,36.2,
Belize,1841,25.8k,26.5,
Bolivia,1841,1.29M,33.0,
Brazil,1841,6.28M,32.0,
Barbados,1841,117k,32.1,
Brunei,1841,3500,29.2,
Bhutan,1841,353k,28.8,
Botswana,1841,104k,33.6,
Central African Republic,1841,763k,30.0,
Canada,1841,1.77M,40.3,
Switzerland,1841,2.24M,38.0,
Chile,1841,1.2M,32.0,
China,1841,412M,32.0,
Cote d'Ivoire,1841,1.05M,31.2,
Cameroon,1841,2.46M,28.8,
"Congo, Dem. Rep.",1841,7.15M,31.6,
"Congo, Rep.",1841,440k,32.7,
Colombia,1841,1.94M,32.0,
Comoros,1841,58.9k,32.1,
Cape Verde,1841,69.5k,33.8,
Costa Rica,1841,94.5k,30.2,
Cuba,1841,1.03M,36.4,
Cyprus,1841,185k,38.5,
Czech Republic,1841,6.42M,35.0,
Germany,1841,31.4M,38.4,
Djibouti,1841,34.1k,29.9,
Dominica,1841,22.1k,29.9,
Denmark,1841,1.37M,42.6,
Dominican Republic,1841,126k,29.9,
Algeria,1841,2.79M,28.8,
Ecuador,1841,705k,32.9,
Egypt,1841,4.61M,33.0,
Eritrea,1841,485k,30.2,
Spain,1841,14M,29.5,
Estonia,1841,430k,36.5,
Ethiopia,1841,16.2M,29.7,
Finland,1841,1.46M,41.0,
Fiji,1841,140k,26.1,
France,1841,35M,40.7,
"Micronesia, Fed. Sts.",1841,18.2k,26.7,
Gabon,1841,246k,30.6,
United Kingdom,1841,26.7M,41.7,
Georgia,1841,1.3M,31.9,
Ghana,1841,1.99M,28.0,
Guinea,1841,1.02M,29.9,
Gambia,1841,109k,28.8,
Guinea-Bissau,1841,213k,32.0,
Equatorial Guinea,1841,99.1k,29.8,
Greece,1841,2.8M,36.6,
Grenada,1841,31.9k,34.4,
Guatemala,1841,721k,25.8,
Guyana,1841,102k,31.1,
"Hong Kong, China",1841,28.6k,34.9,
Honduras,1841,263k,33.9,
Holy See,1841,905,,
Croatia,1841,1.48M,36.1,
Haiti,1841,868k,29.0,
Hungary,1841,4.83M,36.0,
Indonesia,1841,20.2M,30.0,
India,1841,227M,25.4,
Ireland,1841,8.15M,38.3,
Iran,1841,7.2M,25.6,
Iraq,1841,1.2M,31.2,
Iceland,1841,57.3k,40.2,
Israel,1841,210k,32.0,
Italy,1841,23.1M,29.7,
Jamaica,1841,380k,34.2,
Jordan,1841,272k,31.7,
Japan,1841,31.7M,36.4,
Kazakhstan,1841,2.47M,26.2,
Kenya,1841,3.2M,25.5,
Kyrgyz Republic,1841,643k,23.9,
Cambodia,1841,2.19M,35.0,
Kiribati,1841,19.8k,24.9,
St. Kitts and Nevis,1841,24.6k,24.9,
South Korea,1841,9.5M,25.8,
Kuwait,1841,81.3k,26.0,
Lao,1841,574k,31.9,
Lebanon,1841,386k,29.7,
Liberia,1841,325k,31.1,
Libya,1841,259k,33.1,
St. Lucia,1841,24k,28.0,
Liechtenstein,1841,6740,,
Sri Lanka,1841,1.85M,32.6,
Lesotho,1841,203k,32.8,
Lithuania,1841,1.06M,28.9,
Luxembourg,1841,181k,36.9,
Latvia,1841,831k,33.0,
Morocco,1841,2.8M,33.1,
Monaco,1841,10k,33.1,
Moldova,1841,863k,33.1,
Madagascar,1841,2.3M,30.5,
Maldives,1841,48k,32.6,
Mexico,1841,7.1M,26.9,
Marshall Islands,1841,9450,26.9,
North Macedonia,1841,471k,36.1,
Mali,1841,1.47M,26.4,
Malta,1841,152k,28.7,
Myanmar,1841,3.8M,30.8,
Montenegro,1841,176k,35.4,
Mongolia,1841,639k,31.8,
Mozambique,1841,3.72M,30.3,
Mauritania,1841,314k,32.0,
Mauritius,1841,121k,23.0,
Malawi,1841,1.78M,30.3,
Malaysia,1841,441k,30.6,
Namibia,1841,133k,32.4,
Niger,1841,953k,30.8,
Nigeria,1841,13.1M,30.4,
Nicaragua,1841,260k,25.4,
Netherlands,1841,2.91M,39.9,
Norway,1841,1.26M,49.5,
Nepal,1841,4.21M,32.8,
Nauru,1841,1870,32.8,
New Zealand,1841,72.7k,34.0,
Oman,1841,338k,32.3,
Pakistan,1841,14.6M,25.8,
Panama,1841,102k,32.9,
Peru,1841,2.26M,35.7,
Philippines,1841,3.14M,30.9,
Palau,1841,4290,30.9,
Papua New Guinea,1841,761k,31.5,
Poland,1841,12.2M,35.9,
North Korea,1841,4.41M,26.0,
Portugal,1841,3.71M,35.6,
Paraguay,1841,268k,35.5,
Palestine,1841,166k,32.1,
Qatar,1841,14.1k,30.8,
Romania,1841,7.48M,35.7,
Russia,1841,38M,29.6,
Rwanda,1841,1.31M,31.8,
Saudi Arabia,1841,2.19M,32.1,
Sudan,1841,4.5M,31.4,
Senegal,1841,954k,25.2,
Singapore,1841,46.5k,34.0,
Solomon Islands,1841,71.4k,25.1,
Sierra Leone,1841,783k,25.1,
El Salvador,1841,326k,28.7,
San Marino,1841,6460,28.7,
Somalia,1841,1.31M,29.4,
Serbia,1841,2.06M,35.5,
South Sudan,1841,1.16M,26.7,
Sao Tome and Principe,1841,26.4k,31.0,
Suriname,1841,83.8k,32.9,
Slovak Republic,1841,2.31M,36.4,
Slovenia,1841,565k,36.6,
Sweden,1841,3.16M,45.2,
Eswatini,1841,69.4k,32.3,
Seychelles,1841,13.5k,37.0,
Syria,1841,1.43M,31.1,
Chad,1841,1.72M,30.9,
Togo,1841,488k,31.3,
Thailand,1841,5.05M,30.4,
Tajikistan,1841,565k,24.2,
Turkmenistan,1841,445k,24.0,
Timor-Leste,1841,181k,28.9,
Tonga,1841,18.5k,28.2,
Trinidad and Tobago,1841,73.4k,35.9,
Tunisia,1841,1.04M,28.8,
Turkey,1841,10.8M,35.0,
Tuvalu,1841,2770,35.0,
Taiwan,1841,2.14M,28.3,
Tanzania,1841,4.58M,32.2,
Uganda,1841,2.67M,25.3,
Ukraine,1841,13.6M,36.6,
Uruguay,1841,102k,32.9,
United States,1841,18M,39.4,
Uzbekistan,1841,2.33M,26.9,
St. Vincent and the Grenadines,1841,28.7k,26.0,
Venezuela,1841,1.22M,32.2,
Vietnam,1841,6.16M,32.0,
Vanuatu,1841,34.1k,24.3,
Samoa,1841,47k,25.4,
Yemen,1841,2.69M,23.4,
South Africa,1841,2.47M,33.5,
Zambia,1841,1.39M,32.6,
Zimbabwe,1841,771k,33.7,
Afghanistan,1842,3.62M,27.8,
Angola,1842,2.16M,27.0,
Albania,1842,482k,35.4,
Andorra,1842,3100,35.4,
United Arab Emirates,1842,40.2k,30.7,
Argentina,1842,826k,33.2,
Armenia,1842,505k,34.0,
Antigua and Barbuda,1842,37k,33.5,
Australia,1842,452k,34.0,
Austria,1842,3.76M,34.4,
Azerbaijan,1842,1.08M,29.2,
Burundi,1842,1.25M,31.5,
Belgium,1842,4.15M,38.7,
Benin,1842,747k,31.0,
Burkina Faso,1842,1.8M,29.2,
Bangladesh,1842,22M,25.5,
Bulgaria,1842,2.41M,37.6,
Bahrain,1842,64.5k,30.3,
Bahamas,1842,27.8k,35.2,
Bosnia and Herzegovina,1842,975k,35.1,
Belarus,1842,2.88M,36.2,
Belize,1842,25.8k,26.5,
Bolivia,1842,1.29M,33.0,
Brazil,1842,6.38M,32.0,
Barbados,1842,119k,32.1,
Brunei,1842,3570,29.2,
Bhutan,1842,351k,28.8,
Botswana,1842,103k,33.6,
Central African Republic,1842,780k,30.0,
Canada,1842,1.83M,40.4,
Switzerland,1842,2.25M,38.0,
Chile,1842,1.22M,32.0,
China,1842,412M,32.0,
Cote d'Ivoire,1842,1.05M,31.2,
Cameroon,1842,2.49M,28.8,
"Congo, Dem. Rep.",1842,7.26M,31.6,
"Congo, Rep.",1842,447k,32.7,
Colombia,1842,1.96M,32.0,
Comoros,1842,59k,32.1,
Cape Verde,1842,70.3k,33.8,
Costa Rica,1842,95.4k,30.2,
Cuba,1842,1.04M,36.2,
Cyprus,1842,185k,38.5,
Czech Republic,1842,6.47M,35.0,
Germany,1842,31.6M,38.4,
Djibouti,1842,34.7k,29.9,
Dominica,1842,22.3k,29.9,
Denmark,1842,1.38M,42.5,
Dominican Republic,1842,128k,29.9,
Algeria,1842,2.8M,28.8,
Ecuador,1842,716k,32.9,
Egypt,1842,4.7M,33.0,
Eritrea,1842,506k,30.2,
Spain,1842,14.1M,29.5,
Estonia,1842,435k,36.2,
Ethiopia,1842,16.5M,29.7,
Finland,1842,1.48M,41.8,
Fiji,1842,139k,26.1,
France,1842,35.2M,40.0,
"Micronesia, Fed. Sts.",1842,18.3k,26.7,
Gabon,1842,251k,30.6,
United Kingdom,1842,26.8M,41.4,
Georgia,1842,1.31M,31.9,
Ghana,1842,1.99M,28.0,
Guinea,1842,1.02M,29.9,
Gambia,1842,110k,28.8,
Guinea-Bissau,1842,213k,32.0,
Equatorial Guinea,1842,100k,29.8,
Greece,1842,2.83M,36.6,
Grenada,1842,32k,35.3,
Guatemala,1842,733k,25.8,
Guyana,1842,103k,31.1,
"Hong Kong, China",1842,29.3k,34.9,
Honduras,1842,272k,33.9,
Holy See,1842,905,,
Croatia,1842,1.49M,36.1,
Haiti,1842,875k,29.0,
Hungary,1842,4.87M,36.0,
Indonesia,1842,20.4M,30.0,
India,1842,228M,25.4,
Ireland,1842,8.03M,38.3,
Iran,1842,7.24M,25.6,
Iraq,1842,1.21M,31.2,
Iceland,1842,57.4k,40.1,
Israel,1842,210k,32.0,
Italy,1842,23.2M,29.7,
Jamaica,1842,381k,34.2,
Jordan,1842,275k,31.7,
Japan,1842,31.7M,36.4,
Kazakhstan,1842,2.5M,26.2,
Kenya,1842,3.21M,25.5,
Kyrgyz Republic,1842,648k,23.9,
Cambodia,1842,2.2M,35.0,
Kiribati,1842,19.9k,24.9,
St. Kitts and Nevis,1842,25k,24.9,
South Korea,1842,9.5M,25.8,
Kuwait,1842,81.3k,26.0,
